['user_id', 'source', 'Товары для животных']
['c56e0d050b', 'other', 'Товары для животных']
['09d9727715', 'other', 'Товары для животных']
['62a4386218', 'other', 'Товары для животных']
['b2d81bc604', 'other', 'Товары для животных']
['67588532ac', 'email', 'Товары для животных']
['3917277d59', 'other', 'Товары для животных']
['e65a5845f8', 'context', 'Товары для животных']
['2cb2a2f2fb', 'other', 'Товары для животных']
['cfc0e0cec1', 'context', 'Товары для животных']
['ee8aa7cd98', 'other', 'Товары для животных']
['5e9a06a01e', 'None', 'Товары для животных']
['4154ece7d8', 'other', 'Товары для животных']
['ee3d8f85db', 'other', 'Товары для животных']
['eb056f5de0', 'context', 'Товары для животных']
['3e1a70ed31', 'context', 'Товары для животных']
['248102cd1a', 'other', 'Товары для животных']
['c0986781f8', 'other', 'Товары для животных']
['9a1efc8991', 'other', 'Товары для животных']
['2605d7c048', 'other', 'Товары для животных']
['ad27faaec7', 'context', 'Товары для животных']
['6a05d45262', 'context', 'Товары для животных']
['cedcb8686d', 'context', 'Товары для животных']
['97f82864df', 'other', 'Товары для животных']
['4c097099e2', 'context', 'Товары для животных']
['52e08cad4f', 'other', 'Товары для животных']
['38acaefbaa', 'other', 'Товары для животных']
['c0b67a1a71', 'other', 'Товары для животных']
['956c4bce6a', 'other', 'Товары для животных']
['63ca2bfef1', 'other', 'Товары для животных']
['913db9fb50', 'other', 'Товары для животных']
['01352898c6', 'context', 'Товары для животных']
['f32dd82156', 'other', 'Товары для животных']
['8d2aaf1837', 'other', 'Товары для животных']
['dbd93e1dbc', 'other', 'Товары для животных']
['ecb0697185', 'context', 'Товары для животных']
['f74d3e8b02', 'context', 'Товары для животных']
['4434994cfc', 'context', 'Товары для животных']
['a52466fc55', 'other', 'Товары для животных']
['8879589f60', 'other', 'Товары для животных']
['10ee6b3c23', 'context', 'Товары для животных']
['70b1212432', 'context', 'Товары для животных']
['68f708dbf3', 'other', 'Товары для животных']
['5aca667da4', 'other', 'Товары для животных']
['3192f65cda', 'context', 'Товары для животных']
['eb2802a2a0', 'context', 'Товары для животных']
['86e10d1f14', 'email', 'Товары для животных']
['f26c2aa1f8', 'context', 'Товары для животных']
['0f74244ff4', 'context', 'Товары для животных']
['d75fc04506', 'other', 'Товары для животных']
['1bf3116c80', 'other', 'Товары для животных']
['5381a54c68', 'context', 'Товары для животных']
['ba41361ad8', 'other', 'Товары для животных']
['1e3aeecbf7', 'other', 'Товары для животных']
['d23f9f3f75', 'other', 'Товары для животных']
['531db7444f', 'other', 'Товары для животных']
['fc39d5de79', 'context', 'Товары для животных']
['094b3c335d', 'other', 'Товары для животных']
['a4323a738a', 'other', 'Товары для животных']
['b013c8d95e', 'context', 'Товары для животных']
['0b124df69b', 'other', 'Товары для животных']
['d17e33380f', 'other', 'Товары для животных']
['7ced3c8085', 'other', 'Товары для животных']
['f50dde5ff1', 'context', 'Товары для животных']
['dc1e5141ea', 'other', 'Товары для животных']
['deb48cf8f4', 'other', 'Товары для животных']
['5c57738645', 'context', 'Товары для животных']
['f349ae4b84', 'other', 'Товары для животных']
['c53a35df3d', 'other', 'Товары для животных']
['1d3648cac7', 'other', 'Товары для животных']
['aae3482e80', 'email', 'Товары для животных']
['2336abc0f9', 'other', 'Товары для животных']
['c6dbee3054', 'context', 'Товары для животных']
['ee4dea0d9f', 'email', 'Товары для животных']
['82947726fd', 'other', 'Товары для животных']
['57ed40e4f9', 'other', 'Товары для животных']
['0d0c49a8a1', 'context', 'Товары для животных']
['6517f45cea', 'other', 'Товары для животных']
['1082bf852e', 'other', 'Товары для животных']
['7010ac2bb3', 'context', 'Товары для животных']
['86614e8c0d', 'None', 'Товары для животных']
['1fc2594c3b', 'other', 'Товары для животных']
['11033036f7', 'other', 'Товары для животных']
['9d9a4ae43b', 'other', 'Товары для животных']
['52c5ce4d8a', 'other', 'Товары для животных']
['3c5ac346d8', 'context', 'Товары для животных']
['ca54912272', 'email', 'Товары для животных']
['c39fa61040', 'other', 'Товары для животных']
['47b4a80b89', 'other', 'Товары для животных']
['46d6998b07', 'other', 'Товары для животных']
['05ae980864', 'other', 'Товары для животных']
['9208d5fa6a', 'other', 'Товары для животных']
['2026c7ee83', 'other', 'Товары для животных']
['3eb80db2ea', 'other', 'Товары для животных']
['78c2df4200', 'other', 'Товары для животных']
['30411d1f25', 'email', 'Товары для животных']
['4a697615af', 'other', 'Товары для животных']
['bd06b252c5', 'context', 'Товары для животных']
['b9c9dc8798', 'other', 'Товары для животных']
['fe47d41d75', 'other', 'Товары для животных']
['e78deedc0a', 'other', 'Товары для животных']
['f5f2eab364', 'other', 'Товары для животных']
['938c283ecf', 'context', 'Товары для животных']
['d48c378b31', 'context', 'Товары для животных']
['8c6610840a', 'other', 'Товары для животных']
['0a2cd1a7cd', 'other', 'Товары для животных']
['030a243ab0', 'email', 'Товары для животных']
['3290ea033c', 'context', 'Товары для животных']
['f1e16becb2', 'context', 'Товары для животных']
['aa88226c2a', 'other', 'Товары для животных']
['d3c0dde9a0', 'other', 'Товары для животных']
['f67f7c57eb', 'context', 'Товары для животных']
['89b01be6b0', 'other', 'Товары для животных']
['c30b59a7ff', 'other', 'Товары для животных']
['6c0bda6a62', 'context', 'Товары для животных']
['ac5579598e', 'context', 'Товары для животных']
['b2644216ea', 'email', 'Товары для животных']
['f29b836ea3', 'other', 'Товары для животных']
['1336db4558', 'other', 'Товары для животных']
['7ebde89bb6', 'other', 'Товары для животных']
['c9d9d641f7', 'other', 'Товары для животных']
['84fdd3d830', 'email', 'Товары для животных']
['bbbe3dd827', 'context', 'Товары для животных']
['aaa541f4d7', 'context', 'Товары для животных']
['7562d0a548', 'other', 'Товары для животных']
['6aed364e68', 'other', 'Товары для животных']
['8843c31c25', 'email', 'Товары для животных']
['03c54c5f3e', 'context', 'Товары для животных']
['309d343cc0', 'context', 'Товары для животных']
['39b3cd5ff1', 'other', 'Товары для животных']
['6cfe8fdf1d', 'context', 'Товары для животных']
['40b2431040', 'other', 'Товары для животных']
['08d413b36e', 'context', 'Товары для животных']
['58fb684fdd', 'other', 'Товары для животных']
['c81400e86c', 'other', 'Товары для животных']
['888af6ec36', 'context', 'Товары для животных']
['406ee452dc', 'other', 'Товары для животных']
['ce39a84009', 'context', 'Товары для животных']
['f025b338b4', 'other', 'Товары для животных']
['2b8c86c7ee', 'context', 'Товары для животных']
['22e1df8146', 'other', 'Товары для животных']
['0228c99894', 'other', 'Товары для животных']
['7a33136773', 'context', 'Товары для животных']
['0de7f558c9', 'context', 'Товары для животных']
['26a7174934', 'other', 'Товары для животных']
['a7551913d4', 'other', 'Товары для животных']
['ae6a38427f', 'other', 'Товары для животных']
['a48609df61', 'context', 'Товары для животных']
['88659659d2', 'other', 'Товары для животных']
['4cd81671c7', 'other', 'Товары для животных']
['46c2b1ed34', 'other', 'Товары для животных']
['0a12a88d7a', 'other', 'Товары для животных']
['af9cff75ed', 'context', 'Товары для животных']
['c01b696858', 'other', 'Товары для животных']
['f8c0ba5ecb', 'other', 'Товары для животных']
['03baed905f', 'email', 'Товары для животных']
['eb2f526345', 'context', 'Товары для животных']
['edb785a02c', 'email', 'Товары для животных']
['d430504dcc', 'other', 'Товары для животных']
['3e2a88621a', 'None', 'Товары для животных']
['a66319d177', 'other', 'Товары для животных']
['4926bc43f2', 'other', 'Товары для животных']
['688f9697d6', 'context', 'Товары для животных']
['4a05a3eb1d', 'other', 'Товары для животных']
['f07c7f68a0', 'other', 'Товары для животных']
['1f27bdd37d', 'context', 'Товары для животных']
['bcfe808609', 'other', 'Товары для животных']
['5260ef3e22', 'context', 'Товары для животных']
['4f3a7a1a3c', 'other', 'Товары для животных']
['2a43b586e4', 'other', 'Товары для животных']
['c8791341a9', 'context', 'Товары для животных']
['44e71e692c', 'context', 'Товары для животных']
['71c47efa2c', 'other', 'Товары для животных']
['f678884b66', 'other', 'Товары для животных']
['849293d523', 'context', 'Товары для животных']
['0926446d12', 'other', 'Товары для животных']
['1096f17acf', 'context', 'Товары для животных']
['354e1b8c9c', 'other', 'Товары для животных']
['0a2dbba58d', 'other', 'Товары для животных']
['17ca617059', 'other', 'Товары для животных']
['9e2222ed63', 'other', 'Товары для животных']
['4f39ac69a8', 'other', 'Товары для животных']
['26b8e8d5ae', 'context', 'Товары для животных']
['771fa60cfb', 'other', 'Товары для животных']
['8c146e275f', 'other', 'Товары для животных']
['4e0890ac04', 'other', 'Товары для животных']
['ff1d16c982', 'other', 'Товары для животных']
['d37e97db59', 'email', 'Товары для животных']
['aaf979d450', 'context', 'Товары для животных']
['c795f499f5', 'other', 'Товары для животных']
['2f7467fdad', 'other', 'Товары для животных']
['4ee0b412b6', 'other', 'Товары для животных']
['811df0ab53', 'other', 'Товары для животных']
['217c4aa03a', 'context', 'Товары для животных']
['64c38ab25a', 'context', 'Товары для животных']
['7551d551ff', 'email', 'Товары для животных']
['652d047c56', 'other', 'Товары для животных']
['f2c5fdf9bf', 'other', 'Товары для животных']
['356d08f49b', 'other', 'Товары для животных']
['980055a439', 'context', 'Товары для животных']
['251976ff4c', 'context', 'Товары для животных']
['b5d59dc563', 'email', 'Товары для животных']
['d51335bfcd', 'other', 'Товары для животных']
['e38fd78013', 'other', 'Товары для животных']
['681f70c1c1', 'other', 'Товары для животных']
['1440e2c2dc', 'other', 'Товары для животных']
['83c8d06cf2', 'context', 'Товары для животных']
['1b14e2b5df', 'context', 'Товары для животных']
['62c06a5df8', 'other', 'Товары для животных']
['4a093b8c66', 'other', 'Товары для животных']
['350a906896', 'other', 'Товары для животных']
['a8884f51b5', 'other', 'Товары для животных']
['fbef667951', 'other', 'Товары для животных']
['d0fe78a213', 'context', 'Товары для животных']
['35a51a80c0', 'other', 'Товары для животных']
['df686696dd', 'other', 'Товары для животных']
['55a86aca90', 'other', 'Товары для животных']
['484b3e9306', 'other', 'Товары для животных']
['2f2d4019d5', 'email', 'Товары для животных']
['3f3acc8c23', 'other', 'Товары для животных']
['57d9191196', 'context', 'Товары для животных']
['6bf56136cc', 'undef', 'Товары для животных']
['2af7d5c9a5', 'other', 'Товары для животных']
['49129b715b', 'other', 'Товары для животных']
['eb7217314d', 'other', 'Товары для животных']
['aa839d56e2', 'context', 'Товары для животных']
['1dabccdfc3', 'other', 'Товары для животных']
['4effa54ec0', 'other', 'Товары для животных']
['1f0c3420f0', 'other', 'Товары для животных']
['a27b46923d', 'other', 'Товары для животных']
['ac20479797', 'context', 'Товары для животных']
['72c03737e6', 'email', 'Товары для животных']
['f92af60244', 'context', 'Товары для животных']
['c9deb35737', 'context', 'Товары для животных']
['062addfd51', 'context', 'Товары для животных']
['621e58e9b5', 'other', 'Товары для животных']
['1841367b8b', 'other', 'Товары для животных']
['9a7704cb7d', 'other', 'Товары для животных']
['80132456ec', 'other', 'Товары для животных']
['70a03d5620', 'other', 'Товары для животных']
['f573cf3d0f', 'context', 'Товары для животных']
['08bfab0622', 'email', 'Товары для животных']
['3ab95205af', 'other', 'Товары для животных']
['d01d2ead85', 'email', 'Товары для животных']
['a8b1226ca8', 'other', 'Товары для животных']
['f84e8a9788', 'other', 'Товары для животных']
['529b353975', 'other', 'Товары для животных']
['18169058ec', 'context', 'Товары для животных']
['3ff99b6d7f', 'context', 'Товары для животных']
['64e7cc20c7', 'other', 'Товары для животных']
['f75c0d93ff', 'other', 'Товары для животных']
['338810a514', 'other', 'Товары для животных']
['374314dffe', 'other', 'Товары для животных']
['feeb509f47', 'other', 'Товары для животных']
['2241171296', 'context', 'Товары для животных']
['70d1d7431a', 'other', 'Товары для животных']
['594102faf0', 'other', 'Товары для животных']
['5dc2f20591', 'other', 'Товары для животных']
['6e485773be', 'other', 'Товары для животных']
['1b6c673be8', 'other', 'Товары для животных']
['835f5869ff', 'context', 'Товары для животных']
['d7944dbc27', 'other', 'Товары для животных']
['c37e23bae5', 'other', 'Товары для животных']
['9170fb505e', 'email', 'Товары для животных']
['eefd9f5f84', 'context', 'Товары для животных']
['b4f146570c', 'other', 'Товары для животных']
['a13379ec81', 'other', 'Товары для животных']
['3c769dbabd', 'context', 'Товары для животных']
['762cb43e65', 'other', 'Товары для животных']
['ac91fe1e83', 'other', 'Товары для животных']
['d8bb498308', 'other', 'Товары для животных']
['8f8c9363c4', 'other', 'Товары для животных']
['64eef3d0bc', 'other', 'Товары для животных']
['5151b4a15b', 'context', 'Товары для животных']
['5b3317396c', 'other', 'Товары для животных']
['75b772011a', 'other', 'Товары для животных']
['36df3f0aba', 'other', 'Товары для животных']
['2218dd36db', 'other', 'Товары для животных']
['fbe0dfe4a9', 'other', 'Товары для животных']
['b3a9392c4b', 'other', 'Товары для животных']
['5dc0e12db6', 'other', 'Товары для животных']
['98e6b3b242', 'context', 'Товары для животных']
['8cbb5e35c6', 'context', 'Товары для животных']
['d75ebabd9f', 'other', 'Товары для животных']
['b03d980064', 'other', 'Товары для животных']
['6702f8af23', 'context', 'Товары для животных']
['eda5160ca5', 'other', 'Товары для животных']
['dd9293d284', 'email', 'Товары для животных']
['45f2df2afb', 'other', 'Товары для животных']
['8506c185de', 'context', 'Товары для животных']
['fbc0e828a4', 'context', 'Товары для животных']
['259d4b3176', 'context', 'Товары для животных']
['2b600b9d76', 'other', 'Товары для животных']
['5caf330a69', 'other', 'Товары для животных']
['49f398ada0', 'other', 'Товары для животных']
['f269e3507b', 'context', 'Товары для животных']
['d06d866497', 'other', 'Товары для животных']
['5a98b485c7', 'other', 'Товары для животных']
['636866c31b', 'email', 'Товары для животных']
['afa56886eb', 'context', 'Товары для животных']
['8ad5ce804f', 'other', 'Товары для животных']
['b096e4c127', 'context', 'Товары для животных']
['1a743ab836', 'context', 'Товары для животных']
['576aed790e', 'other', 'Товары для животных']
['b28b1957b4', 'other', 'Товары для животных']
['e17a1335a0', 'other', 'Товары для животных']
['acdf484fe0', 'other', 'Товары для животных']
['215804d4e9', 'other', 'Товары для животных']
['baab02450a', 'other', 'Товары для животных']
['877453a3b0', 'other', 'Товары для животных']
['bd52c7e21d', 'email', 'Товары для животных']
['f3cd8a25dc', 'other', 'Товары для животных']
['6e2261fcb7', 'other', 'Товары для животных']
['beabcfc540', 'other', 'Товары для животных']
['a60531a78b', 'other', 'Товары для животных']
['20e865ea5d', 'context', 'Товары для животных']
['b9b4adce37', 'other', 'Товары для животных']
['036658676b', 'other', 'Товары для животных']
['52208c8638', 'other', 'Товары для животных']
['c73972c213', 'context', 'Товары для животных']
['a7aca4b313', 'other', 'Товары для животных']
['eac1fa30eb', 'other', 'Товары для животных']
['466bb99736', 'context', 'Товары для животных']
['8c548944e5', 'other', 'Товары для животных']
['32317f43c0', 'context', 'Товары для животных']
['8edecaf1ed', 'other', 'Товары для животных']
['a600183138', 'context', 'Товары для животных']
['1332aad07a', 'other', 'Товары для животных']
['9735c0a0d2', 'other', 'Товары для животных']
['58558f938b', 'other', 'Товары для животных']
['7f3175e2cd', 'other', 'Товары для животных']
['5cff96dffb', 'other', 'Товары для животных']
['8d1b38991f', 'other', 'Товары для животных']
['3b2955221c', 'email', 'Товары для животных']
['d4312f1a18', 'context', 'Товары для животных']
['4017e78923', 'context', 'Товары для животных']
['f64f0351e2', 'other', 'Товары для животных']
['2182506ce1', 'other', 'Товары для животных']
['17ff616dec', 'other', 'Товары для животных']
['0e22c791fa', 'context', 'Товары для животных']
['3aa76e08f1', 'other', 'Товары для животных']
['833b3d8f15', 'other', 'Товары для животных']
['bd67c261ed', 'context', 'Товары для животных']
['ed33eb6a45', 'other', 'Товары для животных']
['86eb2a9b5c', 'context', 'Товары для животных']
['6ac23cc442', 'context', 'Товары для животных']
['ac718ce98f', 'other', 'Товары для животных']
['6a40e1d971', 'other', 'Товары для животных']
['bed5064c48', 'context', 'Товары для животных']
['dd641d2474', 'context', 'Товары для животных']
['7bdec94257', 'other', 'Товары для животных']
['6402f7420d', 'other', 'Товары для животных']
['8bda2486c8', 'other', 'Товары для животных']
['cf156b50c1', 'other', 'Товары для животных']
['c34ffd2ec3', 'email', 'Товары для животных']
['2ae915a826', 'email', 'Товары для животных']
['a351420c1f', 'email', 'Товары для животных']
['4b76e8477f', 'other', 'Товары для животных']
['b26f767ce6', 'context', 'Товары для животных']
['67ecf9fb6e', 'context', 'Товары для животных']
['24366a7118', 'context', 'Товары для животных']
['53aabef194', 'other', 'Товары для животных']
['ef8e938347', 'other', 'Товары для животных']
['b6fec394c9', 'other', 'Товары для животных']
['7a366da37b', 'other', 'Товары для животных']
['74020a88b6', 'other', 'Товары для животных']
['e9967bb62a', 'other', 'Товары для животных']
['f7de176ee2', 'other', 'Товары для животных']
['740580df17', 'other', 'Товары для животных']
['3951ae9b48', 'other', 'Товары для животных']
['585a60c0e1', 'other', 'Товары для животных']
['4986f80508', 'context', 'Товары для животных']
['ff0bf92c6e', 'other', 'Товары для животных']
['78d1a3bee3', 'context', 'Товары для животных']
['c397aa9119', 'other', 'Товары для животных']
['f6209f67c7', 'other', 'Товары для животных']
['1272433589', 'context', 'Товары для животных']
['4c4e4c8844', 'context', 'Товары для животных']
['de9feb8660', 'context', 'Товары для животных']
['836579402b', 'other', 'Товары для животных']
['59209cfcd8', 'other', 'Товары для животных']
['9fa5070129', 'other', 'Товары для животных']
['b600ed61ef', 'other', 'Товары для животных']
['c9303f81a1', 'other', 'Товары для животных']
['7af7600c5d', 'other', 'Товары для животных']
['977acae71e', 'other', 'Товары для животных']
['725f372c00', 'other', 'Товары для животных']
['22d654bafe', 'other', 'Товары для животных']
['79fbd6a741', 'other', 'Товары для животных']
['c078e7df99', 'other', 'Товары для животных']
['34ed0c96dd', 'other', 'Товары для животных']
['d35e9e521f', 'other', 'Товары для животных']
['ca3e25b003', 'context', 'Товары для животных']
['248abb132d', 'other', 'Товары для животных']
['8de6f25283', 'context', 'Товары для животных']
['a889a21c8d', 'other', 'Товары для животных']
['cbd17fb231', 'other', 'Товары для животных']
['7d3cae444d', 'other', 'Товары для животных']
['9e6c475cd0', 'other', 'Товары для животных']
['a97d34f8d9', 'other', 'Товары для животных']
['6947d90cae', 'other', 'Товары для животных']
['5f02ba4593', 'other', 'Товары для животных']
['81ed3da099', 'other', 'Товары для животных']
['06e72b10ae', 'other', 'Товары для животных']
['7b797daf9d', 'other', 'Товары для животных']
['ec537e417e', 'other', 'Товары для животных']
['9de62b8802', 'other', 'Товары для животных']
['4c60d947eb', 'other', 'Товары для животных']
['940bd3dbe3', 'other', 'Товары для животных']
['eccd51d588', 'other', 'Товары для животных']
['71c267f702', 'context', 'Товары для животных']
['894e5763a4', 'other', 'Товары для животных']
['4b81b92580', 'None', 'Товары для животных']
['5c5d173e54', 'other', 'Товары для животных']
['3b0c5c4815', 'other', 'Товары для животных']
['918d2f8fb7', 'other', 'Товары для животных']
['d35209d313', 'email', 'Товары для животных']
['419ea7d474', 'other', 'Товары для животных']
['d68691e100', 'context', 'Товары для животных']
['340b72b887', 'other', 'Товары для животных']
['5bef493dc1', 'context', 'Товары для животных']
['2e72fe1fe0', 'context', 'Товары для животных']
['db72ca38c5', 'other', 'Товары для животных']
['0edb81f282', 'other', 'Товары для животных']
['39d147f23f', 'other', 'Товары для животных']
['d14402ca01', 'context', 'Товары для животных']
['dcc3fd5849', 'other', 'Товары для животных']
['dce9776d20', 'other', 'Товары для животных']
['f1293f3af0', 'other', 'Товары для животных']
['634f77e347', 'context', 'Товары для животных']
['b975ab9d47', 'other', 'Товары для животных']
['2221e93f73', 'context', 'Товары для животных']
['587f999905', 'context', 'Товары для животных']
['b684fcb5bd', 'other', 'Товары для животных']
['3c0d8a2416', 'context', 'Товары для животных']
['7d991f0c09', 'other', 'Товары для животных']
['99d5ba160c', 'other', 'Товары для животных']
['f17f35a1a5', 'other', 'Товары для животных']
['61e6f9a9b5', 'other', 'Товары для животных']
['56eaceb8f0', 'other', 'Товары для животных']
['a77b07a30c', 'other', 'Товары для животных']
['b18be37c80', 'other', 'Товары для животных']
['0f46cdb900', 'context', 'Товары для животных']
['7f606ed9ce', 'other', 'Товары для животных']
['bca6d91af0', 'other', 'Товары для животных']
['822a33c32d', 'other', 'Товары для животных']
['dc1ff3cc22', 'other', 'Товары для животных']
['3cbdc33417', 'other', 'Товары для животных']
['ce8dcfc7ee', 'other', 'Товары для животных']
['8c8c338a61', 'context', 'Товары для животных']
['2621ddd75d', 'context', 'Товары для животных']
['1c18f00ee7', 'context', 'Товары для животных']
['931f199111', 'other', 'Товары для животных']
['4d0e32399d', 'None', 'Товары для животных']
['c807341b89', 'email', 'Товары для животных']
['c9c3480583', 'context', 'Товары для животных']
['988516ae9c', 'other', 'Товары для животных']
['23a6abb676', 'other', 'Товары для животных']
['07203a7edf', 'other', 'Товары для животных']
['f0ea2fb25f', 'other', 'Товары для животных']
['cd642f65ac', 'email', 'Товары для животных']
['770e3f3085', 'other', 'Товары для животных']
['7edd697a18', 'other', 'Товары для животных']
['5d0236bf04', 'other', 'Товары для животных']
['181f7c0944', 'context', 'Товары для животных']
['e57a98f787', 'context', 'Товары для животных']
['2315bf24f0', 'other', 'Товары для животных']
['a966947331', 'context', 'Товары для животных']
['fea35b2dd1', 'other', 'Товары для животных']
['caed35f16f', 'other', 'Товары для животных']
['cac7b93244', 'context', 'Товары для животных']
['1f24df350f', 'other', 'Товары для животных']
['f5e2ca1c38', 'context', 'Товары для животных']
['d953f1e620', 'other', 'Товары для животных']
['59b74dbc71', 'context', 'Товары для животных']
['f835a2b343', 'other', 'Товары для животных']
['8b8f5e89b7', 'other', 'Товары для животных']
['ee4d91c89f', 'other', 'Товары для животных']
['71cca8c704', 'context', 'Товары для животных']
['a80b487a3c', 'other', 'Товары для животных']
['9c99e424dc', 'context', 'Товары для животных']
['32361b1135', 'other', 'Товары для животных']
['08a5b42153', 'context', 'Товары для животных']
['b1e5a759aa', 'other', 'Товары для животных']
['21fa59948d', 'other', 'Товары для животных']
['6639b3f6a3', 'context', 'Товары для животных']
['416071d9aa', 'email', 'Товары для животных']
['fcabf80d32', 'context', 'Товары для животных']
['6a319b00b8', 'other', 'Товары для животных']
['b80d0cfed9', 'other', 'Товары для животных']
['1fb8c25447', 'other', 'Товары для животных']
['ecd387ce4c', 'context', 'Товары для животных']
['21b3a5c025', 'other', 'Товары для животных']
['3fed6747ad', 'other', 'Товары для животных']
['c23cf6bdae', 'other', 'Товары для животных']
['60853f5fb0', 'context', 'Товары для животных']
['3861898907', 'other', 'Товары для животных']
['382b523853', 'context', 'Товары для животных']
['2aa8fc6311', 'other', 'Товары для животных']
['6a76c4bb78', 'context', 'Товары для животных']
['3e43ea969c', 'context', 'Товары для животных']
['f319fd2195', 'other', 'Товары для животных']
['e88bea4166', 'other', 'Товары для животных']
['79d5fa9e4f', 'other', 'Товары для животных']
['353b09bb84', 'other', 'Товары для животных']
['f3fc040ef3', 'other', 'Товары для животных']
['501bd7d950', 'other', 'Товары для животных']
['3366a29874', 'other', 'Товары для животных']
['55ae1677f0', 'other', 'Товары для животных']
['716f588795', 'context', 'Товары для животных']
['0620433cf0', 'other', 'Товары для животных']
['a17f83b44a', 'context', 'Товары для животных']
['56901c3548', 'context', 'Товары для животных']
['9830e63b23', 'other', 'Товары для животных']
['49d87f6bc6', 'other', 'Товары для животных']
['612415f928', 'other', 'Товары для животных']
['6cbfa1b475', 'other', 'Товары для животных']
['e8630204f5', 'context', 'Товары для животных']
['764d87692d', 'other', 'Товары для животных']
['707e733988', 'context', 'Товары для животных']
['10c02019cd', 'other', 'Товары для животных']
['7ad38bd639', 'other', 'Товары для животных']
['b20484d801', 'other', 'Товары для животных']
['6e9af425e4', 'email', 'Товары для животных']
['0164841565', 'context', 'Товары для животных']
['ab9d5bdb4c', 'other', 'Товары для животных']
['9ca309799e', 'other', 'Товары для животных']
['c708e9f97d', 'context', 'Товары для животных']
['017aead290', 'other', 'Товары для животных']
['89d9300dfa', 'context', 'Товары для животных']
['c684b109ba', 'other', 'Товары для животных']
['0c6e08c918', 'other', 'Товары для животных']
['593e4a51f9', 'other', 'Товары для животных']
['00d2f91e45', 'context', 'Товары для животных']
['60744c318d', 'other', 'Товары для животных']
['e19b58df64', 'other', 'Товары для животных']
['45eb5d0126', 'other', 'Товары для животных']
['b750e9e578', 'context', 'Товары для животных']
['43bbbe298f', 'other', 'Товары для животных']
['2575934d8f', 'other', 'Товары для животных']
['1e0a9abefe', 'other', 'Товары для животных']
['8ac1c31fcc', 'other', 'Товары для животных']
['fc1337f5be', 'other', 'Товары для животных']
['afd9719b90', 'context', 'Товары для животных']
['ed659c8c86', 'context', 'Товары для животных']
['bd4d02991e', 'other', 'Товары для животных']
['ad1ce26ac4', 'other', 'Товары для животных']
['408328d87e', 'context', 'Товары для животных']
['254ba44694', 'context', 'Товары для животных']
['1074e179aa', 'other', 'Товары для животных']
['cb804799b0', 'other', 'Товары для животных']
['ad7f07f632', 'other', 'Товары для животных']
['79d893ed65', 'other', 'Товары для животных']
['291835d648', 'other', 'Товары для животных']
['d8cb2635ee', 'other', 'Товары для животных']
['dbcd12a2da', 'email', 'Товары для животных']
['24407f6cda', 'context', 'Товары для животных']
['0913d77d58', 'other', 'Товары для животных']
['f10da37146', 'other', 'Товары для животных']
['071a176f0e', 'other', 'Товары для животных']
['542d9031fc', 'other', 'Товары для животных']
['b785329266', 'other', 'Товары для животных']
['9824a1f51c', 'context', 'Товары для животных']
['d428fd7301', 'other', 'Товары для животных']
['c794b64f25', 'other', 'Товары для животных']
['50a2be504f', 'other', 'Товары для животных']
['7dd6d96980', 'other', 'Товары для животных']
['c5c6f2c5c2', 'other', 'Товары для животных']
['a3417ecbba', 'other', 'Товары для животных']
['efd3fa4dac', 'other', 'Товары для животных']
['dcee843ec0', 'None', 'Товары для животных']
['5155a2f585', 'other', 'Товары для животных']
['0bf858bc38', 'other', 'Товары для животных']
['351606c91c', 'other', 'Товары для животных']
['f69f01e38b', 'other', 'Товары для животных']
['59e02e255a', 'other', 'Товары для животных']
['4c44b59198', 'other', 'Товары для животных']
['28ac1578b5', 'other', 'Товары для животных']
['c226a75d73', 'other', 'Товары для животных']
['a6e693a005', 'email', 'Товары для животных']
['aa7a465ec4', 'other', 'Товары для животных']
['974cf3fb76', 'other', 'Товары для животных']
['89141bdc6d', 'context', 'Товары для животных']
['1d087fc2a6', 'other', 'Товары для животных']
['1122233dae', 'other', 'Товары для животных']
['2ae9ead026', 'other', 'Товары для животных']
['5907ee8ac1', 'other', 'Товары для животных']
['de67f0b894', 'context', 'Товары для животных']
['79b031f1ec', 'other', 'Товары для животных']
['21da570c92', 'other', 'Товары для животных']
['462a609296', 'other', 'Товары для животных']
['44a9fc7952', 'context', 'Товары для животных']
['9aa355d864', 'email', 'Товары для животных']
['abe87b63fa', 'context', 'Товары для животных']
['3b0d90132d', 'context', 'Товары для животных']
['246dad2df5', 'other', 'Товары для животных']
['619691bdfd', 'context', 'Товары для животных']
['93bdeb1ea8', 'other', 'Товары для животных']
['93832effa1', 'other', 'Товары для животных']
['cdc6fe8399', 'other', 'Товары для животных']
['1d29dfbca5', 'other', 'Товары для животных']
['e882f95302', 'context', 'Товары для животных']
['a2b9efe021', 'other', 'Товары для животных']
['7049991cfa', 'other', 'Товары для животных']
['a0c6b75cc7', 'context', 'Товары для животных']
['d856dcc1d4', 'other', 'Товары для животных']
['f07249c129', 'other', 'Товары для животных']
['714a70aebf', 'other', 'Товары для животных']
['3525e478c0', 'other', 'Товары для животных']
['58f3a4b2f7', 'context', 'Товары для животных']
['d1b72f178a', 'other', 'Товары для животных']
['088eff21f3', 'other', 'Товары для животных']
['9e292f1023', 'other', 'Товары для животных']
['2c13c7590a', 'other', 'Товары для животных']
['cb1e86b240', 'context', 'Товары для животных']
['b9fcf65f5d', 'other', 'Товары для животных']
['13438bc389', 'other', 'Товары для животных']
['e6cd4b4f68', 'context', 'Товары для животных']
